tw_topic_1,tw_topic_2,tw_topic_3,tw_topic_4,tw_topic_5,date
0.85038704,0.010676212,0.11779722,0.010575008,0.01056456,2021-05-08
0.4639879,0.092623286,0.16656505,0.26500574,0.011818103,2021-05-09
0.96166146,0.009703852,0.00954427,0.009542955,0.0095474925,2021-05-10
0.66490245,0.034362316,0.03348775,0.23341839,0.033829108,2021-05-11
0.69634664,0.011946113,0.012061306,0.26781237,0.011833536,2021-05-12
0.9596024,0.010137071,0.0100341095,0.010196408,0.010030062,2021-05-13
0.7465651,0.08662421,0.0091537535,0.10309719,0.05455975,2021-05-14
0.9551591,0.011288931,0.01118226,0.011191582,0.011178092,2021-05-15
0.9491007,0.01267874,0.012531413,0.013173826,0.012515307,2021-05-16
0.8372219,0.040714525,0.04068465,0.04074832,0.04063061,2021-05-17
0.94622874,0.0134246815,0.01349114,0.013464545,0.013390886,2021-05-18
0.4443669,0.5150849,0.01342259,0.013447391,0.013678232,2021-05-19
0.83722204,0.040714495,0.04068466,0.04074822,0.040630605,2021-05-20
0.56438583,0.020512892,0.30747026,0.08759386,0.020037197,2021-05-21
0.8661861,0.033656087,0.033373863,0.033444688,0.033339303,2021-05-22
0.9378815,0.007944056,0.038616564,0.007779075,0.0077787656,2021-05-23
0.5976837,0.33389217,0.02270225,0.023144232,0.022577614,2021-05-24
0.7197465,0.22551797,0.018218612,0.018302107,0.018214868,2021-05-25
0.7678362,0.084695235,0.0819016,0.056245025,0.009321931,2021-05-26
0.65020823,0.18573028,0.018264664,0.12756276,0.018234054,2021-05-27
0.49212435,0.30993962,0.17670901,0.010594123,0.010632905,2021-05-28
0.6617938,0.033431046,0.033393253,0.23798822,0.033393696,2021-05-29
0.6073242,0.29111135,0.033475235,0.034724396,0.0333648,2021-05-30
0.766291,0.01594974,0.18670546,0.015535455,0.015518267,2021-05-31
0.6790732,0.008876069,0.008506948,0.29509807,0.008445697,2021-06-01
0.9615659,0.009761697,0.009556009,0.009561591,0.009554788,2021-06-02
0.9043787,0.07052886,0.00839912,0.008349178,0.00834416,2021-06-03
0.7246335,0.12113367,0.13050328,0.011942518,0.011787016,2021-06-04
0.27796647,0.033280965,0.033609815,0.6219394,0.03320326,2021-06-05
0.9464503,0.01339133,0.013378384,0.013424721,0.013355302,2021-06-06
0.9043861,0.010586276,0.06388043,0.0105762975,0.010570962,2021-06-07
0.5857893,0.011954485,0.011950347,0.3783947,0.011911146,2021-06-08
0.6358415,0.33248347,0.010562333,0.010557375,0.010555315,2021-06-09
0.30642056,0.117354296,0.009822221,0.0097531285,0.55664986,2021-06-10
0.48511356,0.018516151,0.018370999,0.45977116,0.01822808,2021-06-11
0.24683946,0.7257178,0.0091699995,0.009135458,0.00913731,2021-06-12
0.95974207,0.010177753,0.010029669,0.010033298,0.010017168,2021-06-13
0.94657826,0.013351142,0.013337871,0.013390678,0.013342065,2021-06-14
0.6993925,0.2627533,0.012640434,0.012612994,0.012600722,2021-06-15
0.46288845,0.014600729,0.014334262,0.49384227,0.014334291,2021-06-16
0.9263832,0.01858921,0.01834272,0.018387547,0.018297315,2021-06-17
0.55367815,0.32316688,0.015527023,0.09210079,0.015527118,2021-06-18
0.87379026,0.013404643,0.013464463,0.08592432,0.013416318,2021-06-19
0.9107456,0.022392629,0.02227008,0.022327563,0.022264116,2021-06-20
0.33486652,0.008433626,0.43309492,0.21525656,0.008348345,2021-06-21
0.4857865,0.3404009,0.15244912,0.010775878,0.010587588,2021-06-22
0.121696725,0.18646541,0.05272236,0.6307389,0.008376576,2021-06-23
0.010345691,0.6252651,0.01022587,0.34406444,0.010098912,2021-06-24
0.9576602,0.010674515,0.010551773,0.010563766,0.010549729,2021-06-25
0.010483775,0.010483833,0.010671437,0.01048432,0.9578766,2021-06-26
0.012426454,0.33494744,0.62819874,0.012211365,0.01221598,2021-06-27
0.91940033,0.020479275,0.020027857,0.020063743,0.020028776,2021-06-28
0.8002966,0.010115513,0.010083952,0.06107114,0.11843276,2021-06-29
0.3737226,0.32536176,0.12742272,0.15788306,0.015609834,2021-06-30
0.5453171,0.28767806,0.08625306,0.068774335,0.011977439,2021-07-01
0.5687033,0.3706887,0.020169573,0.020210598,0.02022781,2021-07-02
0.8413779,0.008758099,0.0083763115,0.008357985,0.13312966,2021-07-03
0.65231556,0.10028945,0.012669637,0.22216529,0.012560094,2021-07-04
0.098865874,0.86305606,0.012715585,0.012636231,0.0127262175,2021-07-05
0.7501967,0.06896358,0.16069543,0.010076414,0.010067888,2021-07-06
0.96489966,0.008844159,0.008763112,0.008745405,0.008747641,2021-07-07
0.45125467,0.5056627,0.0143744955,0.01433773,0.014370446,2021-07-08
0.8477499,0.016960869,0.016727263,0.10187884,0.016683174,2021-07-09
0.92660147,0.008110003,0.008035125,0.049241796,0.0080116475,2021-07-10
0.7268666,0.01694412,0.13076359,0.10851797,0.016907752,2021-07-11
0.93278,0.016878802,0.016927473,0.016711585,0.016702091,2021-07-12
0.58249426,0.01625946,0.015478605,0.37036094,0.015406762,2021-07-13
0.6138813,0.040673647,0.040011823,0.26542145,0.040011834,2021-07-14
0.09497645,0.8787447,0.008753523,0.008785962,0.008739363,2021-07-15
0.45692998,0.28208128,0.08742811,0.16607112,0.007489502,2021-07-16
0.5138697,0.42250994,0.04585125,0.00894322,0.0088259,2021-07-17
0.6897506,0.007995872,0.007975494,0.2863186,0.007959384,2021-07-18
0.79023796,0.009806727,0.009693441,0.18063442,0.0096274335,2021-07-19
0.18556008,0.020553296,0.020293593,0.7532883,0.020304725,2021-07-20
0.24445404,0.0108565,0.3521955,0.38188657,0.01060743,2021-07-21
0.9575418,0.010757705,0.010576881,0.010562452,0.010561114,2021-07-22
0.6535524,0.27122214,0.025070345,0.02506001,0.025095098,2021-07-23
0.87130326,0.014680849,0.08542582,0.014297713,0.014292384,2021-07-24
0.55970985,0.3511895,0.011252378,0.06668614,0.01116213,2021-07-25
0.25201893,0.6611117,0.029104277,0.028828846,0.02893623,2021-07-26
0.27524367,0.5783648,0.009615107,0.12716468,0.009611752,2021-07-27
0.87135714,0.008837416,0.10181294,0.00922758,0.008764914,2021-07-28
0.93718076,0.015929874,0.015722238,0.0155936815,0.015573459,2021-07-29
0.36865023,0.02524331,0.27125785,0.3092464,0.025602248,2021-07-30
0.6637798,0.31006202,0.00871777,0.008724057,0.0087163625,2021-07-31
0.8156271,0.00810823,0.00805445,0.12108271,0.047127478,2021-08-01
0.400298,0.45659214,0.064262584,0.068787694,0.010059579,2021-08-02
0.7944728,0.02301502,0.022323707,0.13773964,0.022448825,2021-08-03
0.849723,0.016680919,0.10023496,0.016689481,0.01667164,2021-08-04
0.7191581,0.020281263,0.21809512,0.020561751,0.021903781,2021-08-05
0.8836079,0.028754685,0.029152071,0.02869827,0.029787073,2021-08-06
0.8405632,0.008421316,0.047789067,0.0948577,0.008368763,2021-08-07
0.10855091,0.018224763,0.018334555,0.018224811,0.836665,2021-08-08
0.53988373,0.42228723,0.012611389,0.012608803,0.012608883,2021-08-09
0.90787315,0.06475102,0.009124434,0.009126684,0.009124722,2021-08-10
0.39416105,0.5549516,0.016681366,0.017527966,0.016678013,2021-08-11
0.73701966,0.20268238,0.020112673,0.020126568,0.020058706,2021-08-12
0.81900036,0.15328494,0.009235318,0.0092166355,0.009262687,2021-08-13
0.8853317,0.028673798,0.028786425,0.02863246,0.028575635,2021-08-14
0.31195804,0.22080982,0.016704183,0.10083274,0.34969518,2021-08-15
0.51330936,0.44292858,0.014474124,0.014812222,0.014475739,2021-08-16
0.69010305,0.26334348,0.015507254,0.015517419,0.015528736,2021-08-17
0.5187064,0.3666999,0.011217278,0.092146724,0.011229733,2021-08-18
0.39984322,0.28230911,0.30346045,0.0072002737,0.00718698,2021-08-19
0.83849376,0.040034577,0.04001239,0.04144683,0.0400124,2021-08-20
0.8396534,0.040225435,0.04000277,0.040115643,0.04000277,2021-08-21
0.7764065,0.19894727,0.008233986,0.00831892,0.008093324,2021-08-22
0.85776144,0.009756703,0.009633696,0.11328645,0.0095617045,2021-08-23
0.9324383,0.017356953,0.016719252,0.016707134,0.016778337,2021-08-24
0.8386777,0.04006459,0.04006468,0.040178068,0.041015014,2021-08-25
0.20014654,0.7374326,0.020888876,0.02082395,0.020708052,2021-08-26
0.49949735,0.00973058,0.009586654,0.4716394,0.009546019,2021-08-27
0.9611523,0.009875211,0.009839644,0.009571394,0.009561397,2021-08-28
0.9610807,0.009773897,0.009909655,0.009621299,0.009614457,2021-08-29
0.77804744,0.14590092,0.057786405,0.009143594,0.0091216145,2021-08-30
0.13586289,0.81369823,0.016868858,0.01684365,0.01672642,2021-08-31
0.86163944,0.09792919,0.013473968,0.013481248,0.013476163,2021-09-01
0.13526696,0.022256032,0.79763025,0.02259068,0.022256091,2021-09-02
0.14295511,0.020367231,0.020099182,0.79646796,0.020110494,2021-09-03
0.14477843,0.8086239,0.01551304,0.015526018,0.015558568,2021-09-04
0.5252035,0.18807612,0.009189442,0.26838064,0.009150283,2021-09-05
0.48843947,0.31249633,0.1820382,0.008608656,0.008417344,2021-09-06
0.72796977,0.011923271,0.011843783,0.23645642,0.0118068,2021-09-07
0.5771642,0.16913384,0.18858156,0.009183581,0.055936832,2021-09-08
0.24648099,0.22541568,0.33727515,0.17896934,0.011858813,2021-09-09
0.9292041,0.0074666822,0.04841611,0.0074890866,0.007424007,2021-09-10
0.9528485,0.01181669,0.011761214,0.011800152,0.011773442,2021-09-11
0.64076096,0.011854144,0.011789791,0.3238053,0.011789808,2021-09-12
0.63116294,0.33979815,0.009677018,0.00968488,0.009676999,2021-09-13
0.8408023,0.00877261,0.008445277,0.13351779,0.008461979,2021-09-14
0.4335147,0.3954746,0.016772557,0.13715631,0.017081818,2021-09-15
0.011858819,0.01181118,0.011811227,0.9527075,0.011811259,2021-09-16
0.6256037,0.1301084,0.010566145,0.22315606,0.010565735,2021-09-17
0.95710486,0.010756988,0.010606382,0.0107349055,0.01079689,2021-09-18
0.95535743,0.0111637935,0.011191191,0.0111616105,0.011125995,2021-09-19
0.028618254,0.028618261,0.028957529,0.02907478,0.8847312,2021-09-20
0.5852159,0.38722953,0.009127401,0.00930374,0.00912347,2021-09-21
0.9036386,0.06740089,0.009563554,0.0098335445,0.009563426,2021-09-22
0.033427637,0.033427656,0.866289,0.033427797,0.033427846,2021-09-23
0.9675792,0.008158826,0.008068408,0.008041645,0.008151944,2021-09-24
0.6517971,0.009763285,0.11138546,0.05662379,0.1704304,2021-09-25
0.44013754,0.14562993,0.33324593,0.06982629,0.011160301,2021-09-26
0.95692974,0.010843336,0.01085625,0.010768162,0.010602508,2021-09-27
0.69037396,0.11598673,0.17239939,0.010652192,0.010587783,2021-09-28
0.6716842,0.011295151,0.011158533,0.29470873,0.011153337,2021-09-29
0.4036192,0.37276146,0.05377285,0.008485717,0.1613608,2021-09-30
0.59959626,0.008500496,0.31353286,0.069981515,0.008388857,2021-10-01
0.5675185,0.010313519,0.010216634,0.40185624,0.010095087,2021-10-02
0.27165562,0.39343464,0.010099273,0.20771779,0.11709266,2021-10-03
0.5143986,0.010627613,0.06618208,0.39821133,0.010580377,2021-10-04
0.4583421,0.028768802,0.45545033,0.028776301,0.028662486,2021-10-05
0.70993656,0.13052411,0.009638839,0.14027964,0.009620837,2021-10-06
0.7944632,0.023024075,0.022323707,0.13774022,0.022448825,2021-10-07
0.010624104,0.53724736,0.010058283,0.43198866,0.010081637,2021-10-08
0.018398521,0.9269492,0.018201519,0.01823825,0.018212473,2021-10-09
0.3548725,0.5382053,0.00880922,0.08933769,0.00877524,2021-10-10
0.9651031,0.008780538,0.008709828,0.008705549,0.008701035,2021-10-11
0.022541905,0.9101943,0.022402028,0.02245445,0.02240738,2021-10-12
0.9677781,0.008151605,0.008020564,0.008030824,0.008018933,2021-10-13
0.4781051,0.37725928,0.011274846,0.1221025,0.011258274,2021-10-14
0.1926787,0.30283564,0.2898824,0.2054852,0.0091180615,2021-10-15
0.23458984,0.18433166,0.018264094,0.5445452,0.01826917,2021-10-16
0.36097243,0.013056479,0.01326624,0.23716082,0.37554404,2021-10-17
0.9635456,0.009127368,0.009115637,0.009108142,0.00910319,2021-10-18
0.020293925,0.020620713,0.020300297,0.020368004,0.9184171,2021-10-19
0.49862102,0.21277711,0.009288063,0.22042803,0.058885798,2021-10-20
0.6030257,0.36654168,0.010086164,0.010284381,0.010062168,2021-10-21
0.76482743,0.07979898,0.008361411,0.1386527,0.008359453,2021-10-22
0.86373824,0.034451693,0.03337996,0.03507464,0.03335544,2021-10-23
0.5566883,0.18344252,0.21970174,0.020134496,0.020032912,2021-10-24
0.009188814,0.009248405,0.00913588,0.96328616,0.009140688,2021-10-25
0.836812,0.009718079,0.009640464,0.13422187,0.009607573,2021-10-26
0.86463934,0.009655119,0.009567892,0.0095971655,0.10654047,2021-10-27
0.006352799,0.0063565006,0.006409111,0.9745993,0.006282262,2021-10-28
0.6631702,0.23386589,0.0135167,0.07592858,0.013518645,2021-10-29
0.02963606,0.884507,0.028593443,0.028617956,0.028645508,2021-10-30
0.18221578,0.7860219,0.010577997,0.010605391,0.010578868,2021-10-31
0.5984059,0.10000066,0.10000066,0.10159212,0.10000066,2021-11-01
0.8246842,0.012594679,0.012564182,0.07673793,0.073418975,2021-11-02
0.8994527,0.025264125,0.025085079,0.025118336,0.025079796,2021-11-03
0.020610452,0.020017443,0.020017462,0.9193372,0.020017473,2021-11-04
0.47537658,0.43605694,0.06574051,0.011571288,0.011254737,2021-11-05
0.8649576,0.108272314,0.00876629,0.0092907315,0.008713037,2021-11-06
0.7823915,0.076247215,0.12015238,0.010607213,0.010601682,2021-11-07
0.6804629,0.03374688,0.033710293,0.21839507,0.03368489,2021-11-08
0.7176,0.19416448,0.02970074,0.029304767,0.029230056,2021-11-09
0.034223873,0.68830085,0.21017236,0.033373855,0.033929024,2021-11-10
0.6760104,0.022274712,0.022319483,0.25712058,0.0222748,2021-11-11
0.009894373,0.4881834,0.009626358,0.009605109,0.48269078,2021-11-12
0.8327243,0.01880867,0.018326424,0.11173983,0.018400796,2021-11-13
0.6782463,0.011522969,0.22607039,0.073007785,0.011152557,2021-11-14
0.26763734,0.2212077,0.46667555,0.02223972,0.022239728,2021-11-15
0.22538933,0.5971961,0.009565336,0.12315894,0.044690315,2021-11-16
0.010742087,0.9574364,0.010595589,0.01065193,0.010574038,2021-11-17
0.54519635,0.40829176,0.015489796,0.015612861,0.015409242,2021-11-18
0.61374635,0.018447727,0.018221498,0.3313629,0.018221525,2021-11-19
0.94974,0.012639594,0.012551031,0.012534682,0.012534707,2021-11-20
0.9526569,0.011837083,0.011831294,0.011844066,0.011830665,2021-11-21
0.27689746,0.25730196,0.009116554,0.35559925,0.101084754,2021-11-22
0.054745723,0.007448688,0.0074366215,0.9229364,0.0074325544,2021-11-23
0.6883287,0.03382575,0.21022022,0.033859905,0.03376545,2021-11-24
0.64733547,0.2925323,0.020031406,0.020069448,0.020031411,2021-11-25
0.9423976,0.014441596,0.014382962,0.014394791,0.014383024,2021-11-26
0.012628612,0.012582575,0.012699653,0.090273045,0.8718161,2021-11-27
0.39837742,0.5419276,0.008065948,0.00834396,0.04328515,2021-11-28
0.88752323,0.07901164,0.011162746,0.0111582745,0.011144124,2021-11-29
0.94623864,0.013546568,0.0134012615,0.013403765,0.013409799,2021-11-30
0.042319253,0.006706085,0.006712131,0.9375569,0.0067056194,2021-12-01
0.94884783,0.012762471,0.012752043,0.012821767,0.01281589,2021-12-02
0.73287773,0.06667513,0.06667514,0.067096904,0.06667515,2021-12-03
0.23796503,0.19220547,0.16809365,0.21292828,0.18880758,2021-12-04
0.0989147,0.86300737,0.012715546,0.012636194,0.012726194,2021-12-05
0.40002418,0.37549827,0.009436458,0.11445411,0.100586995,2021-12-06
0.5300603,0.012666476,0.07636847,0.3683379,0.012566908,2021-12-07
0.80132306,0.009824967,0.009710196,0.16947754,0.009664237,2021-12-08
0.5595859,0.15134881,0.014518712,0.2601829,0.014363643,2021-12-09
0.946385,0.013424964,0.013498932,0.013349249,0.01334178,2021-12-10
0.43140367,0.521689,0.015790254,0.015582852,0.015534256,2021-12-11
0.9549875,0.011333136,0.011222272,0.011234682,0.011222346,2021-12-12
0.4945182,0.03359411,0.033594392,0.4046987,0.033594582,2021-12-13
0.6206516,0.09260076,0.2667034,0.010030604,0.010013616,2021-12-14
0.54872334,0.009208442,0.00916069,0.42379066,0.009116872,2021-12-15
0.8059064,0.014699938,0.06756483,0.0971815,0.014647306,2021-12-16
0.8320506,0.009404216,0.009210053,0.14015384,0.00918123,2021-12-17
0.7780685,0.18396948,0.01275168,0.012638012,0.012572323,2021-12-18
0.5474979,0.015740234,0.015481882,0.4058171,0.015462883,2021-12-19
0.40133625,0.47835293,0.04001052,0.040289763,0.04001053,2021-12-20
0.6486721,0.18713292,0.066253066,0.08909479,0.008847128,2021-12-21
0.43933544,0.53549266,0.008350481,0.008460357,0.008361033,2021-12-22
0.88860863,0.008847761,0.008747374,0.08508294,0.008713257,2021-12-23
0.70973873,0.2291145,0.020193096,0.020796357,0.02015725,2021-12-24
0.3631998,0.040141284,0.040141445,0.51637596,0.040141538,2021-12-25
0.52647734,0.11836124,0.013478946,0.3282841,0.013398397,2021-12-26
0.9491486,0.013083158,0.012567232,0.012560579,0.012640431,2021-12-27
0.8486899,0.11768738,0.011241919,0.0111799,0.01120088,2021-12-28
0.92645305,0.018529203,0.018329116,0.018363934,0.018324725,2021-12-29
0.73283434,0.018489532,0.11412839,0.11629232,0.018255442,2021-12-30
0.7175071,0.23899075,0.014789439,0.014409129,0.014303562,2021-12-31
0.7990359,0.022914052,0.022253748,0.13355862,0.022237625,2022-01-01
0.6916416,0.08535751,0.13338278,0.07696466,0.012653433,2022-01-02
0.91692525,0.008812966,0.05677101,0.0087445015,0.008746261,2022-01-03
0.28167793,0.67450285,0.014475004,0.014915401,0.014428801,2022-01-04
0.6415085,0.25053194,0.050961047,0.04858316,0.008415359,2022-01-05
0.7121199,0.2445888,0.014519741,0.014379562,0.014392022,2022-01-06
0.012020233,0.011813972,0.06880146,0.0118042985,0.89556,2022-01-07
0.90132016,0.06830544,0.010069672,0.010266486,0.010038249,2022-01-08
0.606677,0.009686743,0.22921152,0.102129385,0.052295357,2022-01-09
0.15800236,0.016093913,0.38534808,0.424212,0.01634361,2022-01-10
0.09006112,0.013923826,0.30748123,0.574445,0.014088868,2022-01-11
0.023205569,0.9089845,0.022307228,0.023195395,0.022307297,2022-01-12
0.88473463,0.029274842,0.028653543,0.02868977,0.028647218,2022-01-13
0.81892735,0.15372248,0.009116831,0.009121543,0.009111812,2022-01-14
0.38043395,0.3567542,0.011973772,0.1798525,0.07098552,2022-01-15
0.26077604,0.63835406,0.011825962,0.07716567,0.011878229,2022-01-16
0.45454684,0.10154355,0.27313158,0.087016635,0.08376139,2022-01-17
0.95248014,0.011908538,0.011915086,0.011834706,0.01186147,2022-01-18
0.899607,0.025108721,0.025223032,0.02505921,0.025002044,2022-01-19
0.5914978,0.015801193,0.36179623,0.015466388,0.015438422,2022-01-20
0.8027247,0.011063639,0.16478439,0.010733116,0.010694155,2022-01-21
0.77920157,0.010128828,0.19058044,0.010043894,0.01004525,2022-01-22
0.018739074,0.557676,0.29257125,0.018354582,0.11265909,2022-01-23
0.4786852,0.012122821,0.12801725,0.1931935,0.18798119,2022-01-24
0.40007672,0.06670596,0.066706,0.3998053,0.06670604,2022-01-25
0.2,0.2,0.2,0.2,0.2,2022-01-26
0.26957014,0.69840455,0.010640105,0.010784885,0.010600317,2022-01-27
0.02049269,0.9192266,0.02006156,0.020136828,0.020082347,2022-01-28
0.86785394,0.009187389,0.053986598,0.05985697,0.009115033,2022-01-29
0.28154653,0.30550814,0.27567232,0.1267305,0.0105424905,2022-01-30
0.17065667,0.013825195,0.013419182,0.58792835,0.21417056,2022-01-31
0.8048855,0.15714844,0.012666785,0.01264997,0.01264931,2022-02-01
0.6047017,0.22894785,0.1426401,0.01186003,0.011850395,2022-02-02
0.5597847,0.32952276,0.013555298,0.08375777,0.013379425,2022-02-03
0.75532037,0.21599737,0.009569136,0.009559873,0.009553297,2022-02-04
0.3519714,0.57966405,0.02287308,0.022791086,0.022700384,2022-02-05
0.572428,0.01474904,0.15299684,0.17474094,0.085085236,2022-02-06
0.5738293,0.3942561,0.010681706,0.010659598,0.010573283,2022-02-07
0.018299766,0.9270864,0.018204603,0.018204605,0.018204618,2022-02-08
0.309154,0.5277599,0.055512752,0.008921534,0.09865179,2022-02-09
0.77462786,0.14498688,0.06034145,0.010025367,0.010018447,2022-02-10
0.7975038,0.052241262,0.050020035,0.05021481,0.05002005,2022-02-11
0.60338974,0.36469153,0.010594156,0.010741678,0.010582895,2022-02-12
0.018230464,0.018227257,0.01820923,0.018204425,0.9271286,2022-02-13
0.4936395,0.020681145,0.020046107,0.4455871,0.02004614,2022-02-14
0.8569738,0.066380315,0.010044626,0.057049066,0.009552156,2022-02-15
0.72715944,0.010887094,0.010670922,0.24061154,0.010671001,2022-02-16
0.5796388,0.38693354,0.011149269,0.0111446455,0.011133801,2022-02-17
0.3336277,0.2494456,0.37958738,0.019069066,0.018270243,2022-02-18
0.9575031,0.010691077,0.010572767,0.0105881225,0.010645008,2022-02-19
0.20476876,0.28571826,0.0102959,0.08722758,0.41198945,2022-02-20
